Title,Standfirst
Fukushima: China accused of hypocrisy over its own release of wastewater from nuclear plants,"Plant in China releases water with higher amounts of tritium, scientist says, calling into question seafood ban imposed on Japan"
Max Verstappen wins Abu Dhabi GP to bring curtain down on 2023 F1 season – as it happened,"Already confirmed as world champions for a third consecutive year, Max Verstappen and Red Bull won their 19th race of a record-shattering season"
Red wall Tory MPs put pressure on Sunak over net migration ,"Group issues 12-point plan calling for stricter immigration rules for care workers, students and refugees"
US opinion divided amid battle for narrative over Hamas attack on Israel,"Groups express opposing views over root cause of the attack, alongside differences over whether Gaza is still occupied"
Holding our nerve: a renovation that grew and grew,A stunning conversion of a home that began with a lick of paint
Leverkusen celebrate Alonso Day with table-topping party against Köln | Andy Brassell,"With the team purring and top of the league, appointing the Spaniard a year ago seems a better choice every day"
"West Girls by Laura Elizabeth Woollett review – sexism, schoolgirls and supermodels","These cleverly interconnected stories explore the power and price of beauty, following an ethnically ambiguous girl who pretends to be part-Asian to become a modelGet our weekend culture and lifestyle email"
Julian Assange ‘dangerously close’ to US extradition after losing latest legal appeal,"Assange’s father, John Shipton, says his son’s grounds for a further UK hearing are ‘clear, firm and just’Follow our Australia news live blog for the latest updatesGet ourmorning and afternoon news emails,free appordaily news podcast"
Chelsea lose Christopher Nkunku to injury in pre-season draw with Dortmund,Last-minute Mason Burstow goal salvages draw in ChicagoNkunku falls victim to heavy playing surface at Soldier Field
The optimism of youth has given way to mourning the death of a parent. And friendship is needed more than ever | Ranjana Srivastava,"My first Jewish funeral to farewell the father of my friend feels too close to homeGet ourmorning and afternoon news emails,free appordaily news podcast"
Politics on the Edge by Rory Stewart review – blistering insider portrait of a nation in decline,The former Tory minister exposes the ‘shameful state’ of recent Conservative rule in this brilliantly frank account of dysfunctional government
‘China is not just one entity’: major exhibition aims to showcase unseen diversity,"Over 200 items from institutions in China and beyond will be on display at Cleveland Museum of Art, shining a light on the Jiangnan region and its long-running importance"
MPs call for action on pandemic-widened gap between England’s poor and rich pupils,"Public accounts committee warns that without more intervention, attainment gap could take decade to return to pre-Covid levels"
"Politicians, not curators, are to blame for the British Museum's woes | Charlotte Higgins",The scandal over alleged thefts is a terrible blow for a museum Conservatives have starved of funding and respect
French policing called into question again after brutal arrest at peaceful march,"Youssouf Traoré in hospital after being tackled to ground at rally in memory of his brother, as government bans fireworks for Bastille Day"
West African leaders activate standby force to put pressure on junta in Niger,Ecowas says force is a last resort and would prefer diplomatic means of reinstating President Bazoum after army coup
County cricket: Hill and Bean hit centuries for Yorkshire v Gloucestershire ,Finlay Bean and George Hill for Yorkshire on the opening day of the match against Gloucestershire
Football Daily | All we know is that there will be a new winner of the World Cup,Sign up now! Sign up now! Sign up now? Sign up now!
Videos denying climate science approved by Florida as state curriculum,Prager University Foundation’s animations cast doubt over renewable energy and liken climate activists to Nazis
Members’ boorish heckling at Lord’s shows MCC must change faster | Emma John,"Ugly Long Room scenes looked, sounded and felt like unfunny Bullingdon Club callback – the age of entitled asses must pass"
Of course Macron won’t tackle police violence – he knows his power depends on it | Pauline Bock,"Since the 2018 gilets jaunes crisis, the French president seems to have accepted brutal police tactics. Is it fear or indifference?"
UN’s António Guterres calls for immediate ceasefire to end ‘epic suffering’ in Gaza,Secretary general’s comments spark fierce row and Israeli calls for resignation as 700 deaths are reported in a day and hospitals close for want of electricityIsrael and Hamas at war – live updates
Orban extends reach across border to make TSC the club for ‘Serbia-Hungary’,West Ham’s Europa League opponents are one of several clubs outside Hungary benefiting from Hungarian assistance
"The illegal migration bill has passed, and here’s what will happen: children lost, abused and exploited | Enver Solomon",The new law will not act as the deterrent the UK government says it will – it just puts more vulnerable people in harm’s way
"Lionesses, feeling let down by men? Don’t worry, Gianni Infantino will explain how to fight those battles | Marina Hyde","While the Fifa boss pontificates to ‘all the women’ that they should ‘just push the doors’, we suggest he does his actual job"
Dust by Jay Owens review – the stuff that surrounds us,"Dust is everywhere, but it’s so much more than a mere nuisance, as this eye-opening account shows"
Hollywood grinds to a halt on first full day of joint actors’ and writers’ strikes,Sag-Aftra action sees actors and writers picketing together outside studios and pauses production and promotion of movies
Ministers urged to restrict marketing of vapes to children in England,Children’s commissioner points to research showing some are so addicted to nicotine they can’t concentrate in school
"Dam collapse would be new low if Moscow is to blame, says Rishi Sunak",Prime minister made comment en route to Washington where he is having talks with Joe Biden during a two-day visitRussia-Ukraine war – latest news updates
First Thing: Netanyahu says Israel not seeking to occupy Gaza,"Prime minister appears to soften statement that Israel could be responsible for Gaza’s security indefinitely. Plus, what has turned a pond in Hawaii bright pink?"
"‘It’s not climate change, it’s everything change’: sci-fi authors take on the global crisis",Margaret Atwood and Cormac McCarthy led the way. Now a new crop of novelists is putting the heating emergency at the forefront of their plots
Biden is America’s oldest president – but tripping over a sandbag tells us nothing | Jill Filipovic,"Age, cognitive health and physical fitness are all fair concerns but the president’s tumble could have happened to anyone"
Minister suggests rate pause based on uncertain outlook – as it happened,"This blog is now closed.RBA interest rates: banks split on future rate hikes as uncertain economic outlook prompts pauseGet ourmorning and afternoon news emails,free appordaily news podcast"
England should take chance to move on but fire of Ashes outrage still burns | Ali Martin,"Will the short gap between Tests help England focus on the task in hand, or will the rancour linger on at Headingley?"
Digested week: jingoism in odd places on a visit to post-Brexit Blighty | Emma Brockes,Supermarket goods festooned with union jacks; ‘made in Britain’ labels everywhere. How my former homeland has changed
Afternoon Update: Pressure mounts on David Van to quit parliament; ex-VFL star found to have abused child; and the Ashes previewed,"Want to get this in your inbox every weekday?Sign up for the Afternoon Update here, and start your day withour Morning Mail newsletter"
The week in TV: The Woman in the Wall; David Hockney: A Celebration; The Following Events Are Based on a Pack of Lies; Starstruck – review ,A blazing Ruth Wilson elevates a turbulent drama about Ireland’s Magdalene laundries; David Hockney and Melvyn Bragg make a classy double act; and a female revenge fantasy goes to the dark side
"Jenny Lewis: ‘My friends have heard some of the stories, but there’s some good ones I’ve been saving’","The US singer-songwriter and former Rilo Kiley frontwoman on touring with Harry Styles, being happily single and the importance of joy – mostly in puppy form – in your life"
The hatred and greed of the frontier wars still drive race politics today. How little things change | David Marr,Rejig the no voice case rhetoric a little and you’ll find echoes of arguments from the 19th century. Behind it all I hear familiar old voices growlingGet our weekend culture and lifestyle emailVoice referendum explainer;latest voice poll results; help usmonitor ads and misinformation
The New China Playbook by Keyu Jin review – the bright side of Beijing,The well-connected LSE scholar sheds light on the Chinese economic model but omits anything politically contentious in her attempt to demystify the country
Committee report is rightfully scathing on UK’s China strategy,The ISC’s warnings are unlikely to act as much of a brake on Britain’s approach to China
Modi White House visit: Joe Biden says both US and India ‘cherish freedom’ and human rights – as it happened,This live blog is now closed. You can read our latest full reporthere
Ukrainian optimism fades at start of another winter of war,"Rumours of tensions at the top, exhaustion after two years of fighting and frustration with allies dampen the mood in Kyiv"
"‘Era of global boiling has arrived,’ says UN chief as July set to be hottest month on record",Head of World Meteorological Organization also warns ‘climate action is not a luxury but a must’ as temperatures soarUS climate blog – latest updates
Khan says climate crisis more important than party politics after Ulez victory,London mayor to expand charging zone for drivers after high court win and rejects pressure from Labour leadership to think again
Afternoon Update: Greens and Coalition attack Labor after rate rise; strategic Ukraine dam destroyed; and a rare wolverine spotted,"Want to get this in your inbox every weekday?Sign up for the Afternoon Update here, and start your day withour Morning Mail newsletter"
"The 1975’s Matty Healy has hurt Malaysia’s queer community, not uplifted it","We welcome solidarity with LGBTQ+ causes, but in the wake of the 1975’s inflammatory gay kiss on stage, artists need to be more considerate in their allyship"
"Lured to the UAE by bonuses and big money, what happened to Vergie Tamfungan?","Promised a well-paid job in Dubai, the Filipina migrant worker now lies dead in a mortuary far from home. Her distraught family are desperate for answers"
The week in TV: Henpocalypse!; Harlan Coben’s Shelter; Paranormal; At Home With the Furys – review ,Hen night comedy at the end of the world; teens in peril in smalltown New Jersey; spooky goings-on in Wales; and boxing champ Tyson Fury plays house
Ukraine’s National Opera celebrates year of live shows despite sirens and sorrow,A remarkable season in Kyiv has given artists and audience a brief respite from the horror of war
No-deal Brexit planning ‘crowded out’ efforts to prepare for pandemic,Covid inquiry hears that from 2018 planning for UK’s disorderly exit from EU ‘drained resources and capacity’
Celtic have problems of their own making as they seek Postecoglou’s successor | Ewan Murray,A return for Brendan Rodgers has been rumoured but a lower-profile manager like Enzo Maresca may make more sense
‘It’s lonely in parliament’: Caroline Lucas on life as a Green MP – and what she’ll do next,"After more than a decade of 80-hour working weeks, the member for Brighton Pavilion is standing down. What has she achieved as the only Green in the Commons? And does that feel like failure or success?"
‘This saved my life’: the emotional alchemy bonding traumatised veterans and damaged racehorses,"In the NSW southern highlands, Horse Aid is working to ‘un-soldier’ former defence personnel and ‘un-race’ thoroughbredsGet our weekend culture and lifestyle email"
"Sunak government will go down in history as failing UK on climate, Greenpeace says",Exclusive: Joint chiefs of charity accuse ministers of pursuing culture wars as extreme weather becomes the norm‘You have adopted a bunker mentality’: letter to SunakCancelling Greenpeace contradicts Tory free-speech pledge
Brentford 0-1 Arsenal: Premier League – as it happened,Kai Havertz popped up late to send Arsenal back to the top of the table
Russia-Ukraine war at a glance: what we know on day 496 of the invasion,Moscow briefly closes airport amid reports of drone attack; Jens Stoltenberg’s term as Nato secretary general extended by a yearSee all our Russia-Ukraine war coverage
Senator ‘working on’ settlement referral – as it happened,"This blog is now closed.National anti-corruption commission receives 44 referrals on first day of operationGet ourmorning and afternoon news emails,free appordaily news podcast"
‘I’d just delayed the inevitable’: what I really learned going without a mobile phone for a day,Banning phones in schools might help children concentrate in class but how will it impact their overall relationship with devices?
The remarkable story of how Yemen’s oil tanker disaster was averted by crowdfunding,"When civil war broke out in 2015, a leaky oil tanker in the Red Sea became a crisis point – triggering a nail-biting series of events that saw special negotiations between the Houthi rebels and Saudi-backed government, and the UN begging the public for help – and getting it from a bunch of US schoolchildren"
Labour and Lib Dems scent victory in Nadine Dorries’ seat,Both parties feel they have a real chance of capitalising on voters’ dismay with Boris Johnson and toppling the Tories
‘Panic and rash decision-making’: ex-Bud Light staff on one of the biggest boycotts in US history,A partnership with the influencer Dylan Mulvaney prompted a backlash that tanked sales. Insiders condemn the company’s response
‘Going abroad cost me my health’: Nepal’s migrant workers coming home with chronic kidney disease,"Men under 40 are coming home in need of dialysis, after working in intense heat with limited access to drinking waterPhotographs by Pete Pattisson"
Texas Republicans turn on their own in attorney general impeachment scandal,Twenty articles of impeachment have been brought against Ken Paxton – could Texas politics see a historic toppling?
Cathedral forests and drovers’ roads: Snowdonia’s new cycling route,"The Traws Eryri, a 140-mile mountain biking route in north-west Wales, heads away from the tourist trails and highlights the region’s rugged, changeable beauty"
Breakaways or crossing borders: what is the future of European football?,With the game at an inflection point there comes a warning that ‘in a few weeks’ time its future is going to be pretty dark’
"Simpler menus, less meat and closing for lunch: how UK restaurants are adapting to tough times",Cost of living crisis and labour shortages force hospitality venues to adopt a new normal‘All time low’: UK hospitality bosses say sector is fighting for survival
‘Cop City’ protest lawyers challenge use of domestic terrorism statute,Attorneys for protester argue law is unconstitutional restraint on free speech as legal defense fund organizers also arrested
‘It’s an anti-adrenaline sport’: inside the dangerous world of freediving,"In Netflix documentary The Deepest Breath, we meet the people willing to risk their lives to dive more than 300ft deep"
Russia says decision not to extend Black Sea grain deal is final ,"No more talks planned, says official, despite Turkish leader expressing hope of progress at UN meetingRussia-Ukraine war – latest news updates"
"Daniel Ellsberg, Pentagon Papers whistleblower, dies aged 92",Analyst who leaked studies showing US government knew the Vietnam war was un-winnable became activist and writer
Southern Europe braces for second heat storm in a week,New system pushing into region from north Africa could lead to temperatures above record 48.8C
Orgy of sugar: how school donations turned my free pantry into a junk-food fever dream,"Kim Foster, author of The Meth Lunches: Food and Longing in an American City, tried to distribute healthy food in Las Vegas during the pandemic"
Caitlin Moran: what’s gone wrong for men – and the thing that can fix them,The feminist author has spent years writing about how to be a woman. Now she’s turning her eye on the opposite sex
The Baltimore Orioles are a dream on the field. Behind the scenes it’s different,Baltimore have been the baseball season’s unlikeliest success story. But their ownership’s taste for self-made controversy has threatened to dwarf the feelgood tenor at Camden Yards
What a year of King Charles has shown us about how he wants to reign,"Clues to the king’s aspirations can be seen in the ‘informal formality’ of his royal receptions, reforms to his household and his upcoming anti-food waste project"
"After the destruction of the Kakhovka dam, another threat lies on Ukraine’s horizon: Donald Trump | Jonathan Freedland","The would-be president and the US right look ready to side with Putin, and walk away from a fight the free world must win"
London’s pro-Palestine march live: 126 people arrested as police highlight ‘deeply concerning’ rightwing violence – as it happened,Met assistant commissioner Matt Twist says nine officers were injured while preventing a violent crowd reaching the Cenotaph
Forget 2024. The brightest Tory stars are vying to rebuild the party in the wake of defeat | Gaby Hinsliff,"In being selected to stand for parliament, Rupert Harrison and Nick Timothy are positioning themselves to shape the party’s future"
Summer reading: 50 brilliant books to discover,"From family sagas to political memoirs, the best recent books to accompany your summer break, plus page-turning paperbacks and children’s and YA booksLeading writers recommend their picks"
How to make the perfect Dublin coddle – recipe | Felicity Cloake's How to make the perfect …,"A thrifty but hearty traditional Irish sausage, bacon and potato stew – could there be a definitive version?"
Anhelina Kalinina: ‘I was unbreakable mentally because of all these difficulties’,Ukraine’s highest ranked tennis player reflects on personal family trauma of living through war and taking her career to next level
The Guardian view on care workers: undervalued and underpaid | Editorial,A worsening public sector recruitment crisis has some of its worst effects in adult social care
Nato chief warns nations must prepare ‘for a long war’ – as it happened,Jens Stoltenberg says ‘we must prepare ourselves for a long war’
The end of the schlub: why the sharp-dressed man is back for summer,"In tune with a post-lockdown, post-Boris pushback against scruffiness, smart dressing is back. Think simple knits, relaxed jackets and tailored trousers"
Top 10 adventure stories,The genre is often presumed to be one ‘for boys’. Novelists including Virginia Woolf and Georgette Heyer prove that women are just as capable of bold escapes and derring-do as men
PM launches byelection campaign – as it happened,"This blog is now closed.KPMG Australia launches internal review after potential conflict-of-interest concerns raisedGet ourmorning and afternoon news emails,free appordaily news podcast"
‘Bedbugs don’t discriminate’: Paris ‘scourge’ sparks fears of international infestation,After French capital hosted fashion week and Rugby World Cup there are concerns the problem will spread
"Lark, Bury St Edmunds: ‘Clever, relaxed, and hugely enjoyable’ – restaurant review","A small ambitious team, classic cooking techniques and a pie to sigh over – the Lark is ascending"
"‘Outrageous, magnetic and genuinely fearless’: Mike Figgis on Julian Sands","The director worked with his friend Julian Sands on eight films – and one fitness regime. Here he remembers an actor unlike any other: impish, charismatic and unafraid to shock"
Biden says ‘no real prospect’ of Putin using nuclear weapons – as it happened,US president plays down worries during Finland visit when asked about whether Russian president could escalate action in Ukraine. This live blog is now closedBiden ‘serious’ on prisoner swap for US reporter Evan Gershkovich
‘You need the glamour of a big opening’: US actors’ strike starts to bite on red carpet,Blockbusters such as Barbie have weathered the absence of Hollywood stars from promotion – but behind-the-scenes workers are worried
The wonder of Wessex: walking the Ridgeway in Wiltshire and Oxfordshire,It is 50 years since this prehistoric thoroughfare in southern England became a national trail. We take a two-day walk with highlights including Uffington White Horse
‘People thought they knew the story’: the rise and fall of Milli Vanilli,A revealing new documentary takes an inside look at the most infamous lip-syncing scandal in pop music history
‘Bastion of the super-rich’: inside a New York billionaire’s private museum,"A collection of art, featuring pieces by Picasso, Lichtenstein and Cézanne, has been kept secret for years but for select members of the public, the door is slowly being opened"
Georgia 18-18 Portugal: Rugby World Cup 2023 – as it happened,Portugal miss a penalty at the death but earn a remarkable draw after Georgia’s late try prevented a shock defeat
‘I would not want to be in anyone else’s hands’: six people on how the NHS saved their lives,"As the health service turns 75, people share their experiences of life-saving treatment through the decades"
‘The Palestine exception’: why pro-Palestinian voices are suppressed in the US,Americans are being fired and facing threats for speaking out. Lawyers fear it will get worse – but they are ready to defend against the onslaught
Trump critics warn of ‘deep decline of rule of law’ if he wins second term,Former DoJ prosecutors say Trump will pack government agencies with sympathizers in effort to ‘secure his autocratic power’
‘The Iliad may be ancient – but it’s not far away’: Emily Wilson on Homer’s blood-soaked epic,"Following her acclaimed translation of the Odyssey, Wilson has turned to Homer’s other, darker poem. She explains how she got stuck for six months – and why it speaks to today’s era of conflict"
Strictly Come Dancing: week eight results – as it happened,Our pro-celebrity couples danced for their place in next week’s seaside special. But which pairing would miss the bus to Blackpool Tower Ballroom?
Street football to Premier League: Nicolas Jackson’s road to Chelsea,Striker has grasped his second chance after the pain of a failed move to Bournemouth led to a goal glut with Villarreal
The Secret Tory unmasked: ‘My one objective? To destroy the Tories!’,"Henry Morris couldn’t be further from the Westminster bubble, but for years he has lampooned MPs online. He describes running rings around members of the House of Lords and using satire to bring down the government"
The British Miracle Meat: the story behind one of the best TV hoaxes in history,"Terrestrial television may sometimes seem old-fashioned – but this only enhances its ability to tease and surprise its audience. This week, Channel 4 brought back satire with a bang"
Thursday briefing: Vice took millions from Saudi Arabia – but has its deal backfired?,"In today’s newsletter: As the upstart media company faces bankruptcy, it has developed strong ties with the country, leaving some to question what compromises companies are willing to make to do businessSign up here for our daily newsletter, First Edition"
"Russia-Ukraine war: G20 statement on the invasion ‘nothing to be proud of’, says Kyiv – as it happened","This live blog is now closed, you canread more of our Ukraine war coverage here"
Shop like a billionaire? I bought six items from Temu – the app that’s sweeping the world,"Amid the cost of living crisis, China’s answer to Amazon is proving wildly popular, with more than 100m app downloads this year. But are the items any good?"
How to use less water: 15 essential tips – from beef burgers to megabutts to cutting back on clothes,"I went on a mission to help save the world’s water, and found dozens of ways to do it, including ice cubes in pot plants, giving up jeans and mastering my flush"
Thursday briefing: Why the Guardian is committing even more coverage to Europe,"In today’s newsletter: The Guardian this week launches a new Europe edition, bringing more coverage to the continent – this is whySign up here for our daily newsletter, First Edition"
New Zealand 7-35 South Africa: Rugby World Cup warm-up international – as it happened,South Africa’s Springboks demolished the New Zealand All Blacks in Twickenham with a powerful forwards display and a five-try blitz.
Sunak rejects Braverman’s claim he does not have proper plan for making Rwanda deportations happen – as it happened,Prime minister says he ‘will do whatever it takes’ as senior Tory criticises former home secretary’s hardline proposals
Australia 34-14 Portugal: Rugby World Cup – as it happened,Australia hold firm and keep World Cup alive with hard fought win against a spirited Portugal.
Byelections: voting under way to replace Nadine Dorries and Chris Pincher –  as it happened,"This live blog is now closed, you canread more of our UK political coverage here"
Greens and Coalition unite to refer bill to its own inquiry – as it happened,"This blog is now closed. Follow our FridayAustralia news live blog for the latest updatesAustralian politicians bought Nazi artefacts, auction house director claimsGet ourmorning and afternoon news emails,free appordaily news podcast"
"At 17, a shark attack cost me my leg. A year later, I’m back in the water where I almost died",Addison Bethea was snorkelling off the Florida coast when she found herself fighting for her life. Her love of wildlife documentaries had taught her how to fend off a shark – but it was back on dry land that she really needed her courage
Strictly Come Dancing: week two results – as it happened,We saw the first elimination of the series and a rousing Tina Turner tribute routine. Now the 14 remaining pairs dance through to Movie Week
Rugby Championship: South Africa 43-12 Australia in opening Test – as it happened,An Arendse hat-trick and two penalty tries means the Springboks sink the Wallabies in Jone’s first game in charge.
Robodebt royal commission report handed down – as it happened,"This blog is now closed.Scott Morrison rejects robodebt royal commission findings but won’t say if he was referred for prosecutionRobodebt royal commission final report: key findings on Scott Morrison, Stuart Robert and Kathryn CampbellGet ourmorning and afternoon news emails,free appordaily news podcast"
Thursday briefing: Why Suella Braverman attacked refugee rights in Washington ,"In today’s newsletter: The British home secretary called the UN’s 1951 refugee convention ‘outdated’ and criticised multiculturalism (again). Why has she made this speech now?Sign up here for our daily newsletter, First Edition"
First Thing: Donald Trump charged with illegal retention of classified documents,"Ex-president to be prosecuted for obstruction and violating Espionage Act over documents held at Mar-a-Lago and has been summoned to court next week. Plus, the doctors helping Republicans attack trans healthcareDon’t already get First Thing in your inbox? Sign up here"
Wednesday briefing: What went wrong at South Korea’s World Scout Jamboree?,"In today’s newsletter: As thousands of scouts are evacuated from their quadrennial global get-together, the host nation’s handling of the event is in the spotlightSign up here for our daily newsletter, First Edition"
BBC boss admits incident is ‘clearly damaging’ but defends delay in putting allegations to presenter – as it happened,Tim Davie says gap between initial contact and approaching presenter was reasonable but ‘there may be some learnings’ from case
One man and his drone: ‘My hope is to shut down the coal industry’,How a citizen vigilante in West Virginia uses his drone to uncover polluters who would rather stay hidden
Supreme court announces ethics code for justices amid public pressure over undisclosed gifts – as it happened,This live blog has now closed. You can read our full report on the new supreme coat ethics code here:Supreme court reveals first ethics code amid scandal over gifts
When Crack Was King: looking back on an epidemic that destroyed lives,An illuminating new book looks back at the communities affected not just by a drug but by a government less interested in saving Black lives and more focused on demonising them
Six perfect unsung city breaks in Europe – from Ghent to Naples,"No famous capitals, fewer tourists, loads to see, excellent food – and all a train ride away"
"Storm Hilary aftermath: 10,000 without power, Palm Springs declares emergency and new storm heads for Texas – as it happened",Thousands in Los Angeles County still without power;Palm Springs continues to be hit by flooding;impact in Texas expected on TuesdayCalifornia still at risk of ‘catastrophic’ flooding from Storm Hilary
Monday briefing: Labour’s key U-turns under Keir Starmer,"In today’s newsletter: the Labour leader may well win the next election – but why are so many of his policies being ditched?Sign up here for our daily newsletter, First Edition"
Immigration debate continues – as it happened,"This blog is now closedAnthony Albanese says protest at Melbourne hotel of Israeli hostages’ relatives is ‘beyond contempt’Peter Dutton demands immigration minister Andrew Giles resign as another person released from detentionGet ourmorning and afternoon news emails,free appordaily news podcast"
Russia-Ukraine war: Nato allies condemn Russia’s withdrawal from key cold war-era security treaty – as it happened,"Russia withdraws from treaty of conventional armed forces in Europe, which was aimed at preventing cold war rivals from massing forces at bordersWhat we know on day 622"
"Frozen coffee cubes and hot wax: 10 DIY beauty treatments, from the experts","Need a little pampering and primping but no time or budget for the salon? Let the professionals teach you how to do DIY pedis, facials, brow tints and more"
Emily Blunt: ‘Women are still pressured to be warm and likable. Men are not’,"The star of Christopher Nolan’s nuclear epic Oppenheimer discusses sexism in cinema, her support for the strikes and speaking a secret language with her sister"
Russia-Ukraine war: at least 19 injured in drone attack; US ambassador meets with jailed reporter Evan Gershkovich in Moscow – as it happened,Child among people injured in attack in Sumy; Lynne Tracy visits Wall Street Journal reporter in prison after court upholds FSB request to extend his detentionWhat we know on day 495 of the war
Joe Biden and first lady ‘horrified’ by Vermont shooting of three Palestinian students – as it happened,This live blog is now closed. You can read our full report here:Suspect arrested in shooting of three students in Vermont
Nottingham Forest 2-0 Aston Villa: Premier League – as it happened,"Goals from Ola Aina and Orei Mangala, at the start of each half, gave Steve Cooper’s team a much-needed win"
"French Open 2023: Rune wins epic, Gauff, Ruud and Jabeur through – as it happened","Holger Rune, Coco Gauff, Casper Ruud and Ons Jabeur among those through to the French Open quarter"
"Arsenal 2-2 Fulham, Manchester United 3-2 Nottingham Forest: clockwatch – as it happened",It was an entertaining afternoon in the Premier League with Manchester United performing a dramatic comeback and Fulham denying Arsenal at the Emirates
"Wimbledon quarter-finals: Djokovic storms back to beat Rublev, Sinner sinks Safiullin – as it happened",Djokovic equals Federer’s record to reach 46th grand slam semi-final and Svitolina stuns Swaitek to keep dream run alive.
Robert F Kennedy Jr announces independent run for president; siblings condemn his ‘perilous’ campaign - as it happened,"This live blog is now closed. For our latest reporting on Kennedy’s presidential candidacy, you can read our latest report:Robert F Kennedy Jr announces independent run for 2024 US election"
"England v Australia: Ashes fifth Test, day two – as it happened",Steve Smith took advantage of a run-out reprieve to make 71 and help Australia to a slender lead of 12 at the Oval
Lancashire enjoy dominant first day against Hampshire: county cricket – as it happened,Lancashire ended the first day three runs behind Hampshire with nine wickets in hand after a fine display with bat and ball
Victorian Liberals to meet on senator’s future; Stoker says she’s ‘fine’ – as it happened,"Urgent meeting called for this weekend after allegations raised against the senator in parliament. This blog is now closedGet ourmorning and afternoon news emails,free appordaily news podcast"
Japan 42-12 Chile: Rugby World Cup 2023 – as it happened,Japan proved themselves too strong for World Cup debutants Chile
Wales 40-6 Australia: Rugby World Cup 2023 – as it happened,Gareth Anscombe and Jac Morgan shine as Wales hammer Australia in record victory to leave Wallabies on verge of early World Cup exit.
Strictly Come Dancing: week three results – as it happened,"After the fancy-dressed mayhem of movie week, who would be consigned to the dreaded dance-off and become the second celebrity eliminated from Strictly 2023?"
Russia-Ukraine war: Kyiv claims to have put a Russian Black Sea ship out of action – as it happened,This live blog is now closed. You can find all the latest developments at a glance here:Russia-Ukraine war at a glance
‘It is a beast that needs to be tamed’: leading novelists on how AI could rewrite the future,"Novelists and poets, Bernardine Evaristo, Jeanette Winterson, Stephen Marche and others, consider the threats and thrilling possibilities of artificial intelligence"
Penny Wong refuses to release documents related to Qatar Airways decision – as it happened,"The foreign minister claims public interest immunity over Dfat advice. This blog is now closedDisability advocates urge faster phase-out of segregated education following royal commission reportGet ourmorning and afternoon news emails,free appordaily news podcast"
Argentina 23-26 England: Rugby World Cup 2023 bronze final – as it happened,England scrap their way to a bronze medal victory as they resist an fightback from Argentina in Paris.
Yevgeny Prigozhin: the hotdog seller who rose to the top of Putin’s war machine,Russian officials have said the Wagner group founder was on a plane that crashed outside Moscow. Some of those who knew him describe – what had been up to his abortive rebellion this summer – an extraordinary journey from prison to powerThis article was first published on 24 January 2023
Hunter Biden plea deal: Republicans hit out at US president’s son over minor federal charges – as it happened,This live blog is now closed. You can read the latest full report here:Hunter Biden to plead guilty to misdemeanor tax charges
M&S refused permission to demolish and rebuild flagship Oxford Street store – as it happened,"Michael Gove ‘decided to refuse permission,’ in a win for campaigners concerned about the carbon footprint of redevelopment"
England 30-24 Fiji: Rugby World Cup 2023 – as it happened,Owen Farrell’s 20 points boots England to a World Cup semi-final as Fiji’s fightback falls short
"Three more journalists killed in Gaza over weekend, relatives say – as it happened",This blog is now closed. Our live coveragecontinues here.See all our Israel-Hamas war coverage
County cricket: Surrey pull off biggest Championship run chase since 1925,Dom Sibley hit the slowest County Championship century in history as Surrey made 501 to beat Kent and roar clear at the top
"Saturday at Glastonbury 2023: Rick Astley, Guns N’ Roses and Lana Del Rey – as it happened!","Our Glastonbury liveblog from sun-addled Worthy farm followed the Pretenders’ surprise cameos, Morrissey’s unlikely reincarnation and more"
Sadiq Khan defends Ulez expansion and says high court challenge wasted Londoners’ money – as it happened,"This blog is now closed, you canread more on this story here"
‘No turning back’: how the Ukraine war has profoundly changed the EU,Russia’s invasion has had a major impact on the bloc’s security and energy policies – and even its very raison d’être
Midnight Oil launch ad targeting voice ‘scare campaigns’ – as it happened,"This blog is now closed.NRL grand final hero Nathan Cleary states support for yes vote in voice referendumGet ourmorning and afternoon news emails,free appordaily news podcast"
Russia-Ukraine war: Russia fires at rescue workers in Kherson; drone attacks reported across Ukraine – as it happened,"One person killed and seven injured while clearing mud, officials say; Air raids reported in Lviv, Kyiv and ZaporizhzhiaWhat we know on day 482 of the invasion"
"‘Hermès smells soft and smoky, Gucci more like wood’: how fake-hunters tell designer knock-offs from the real deal","With fashion lovers increasingly turning to secondhand luxury, bogus goods are rife. But at what cost?"
Bell-Drummond and Muyeye hit 318 partnership for Kent: county cricket ,Daniel Bell-Drummond and Tawanda Muyeye batted Kent to total domination at the County Ground
New Zealand beat England by eight wickets in first men’s ODI – as it happened,Devon Conway and Daryl Mitchell both blasted centuries as New Zealand turned what looked a close game into a cruise
Russia-Ukraine war: Zelenskiy ‘doesn’t understand’ complaint from UK minister about Kyiv’s lack of gratitude – as it happened,"This live blog has now closed, you canread more on this story here"
Strictly Come Dancing: launch show – as it happened,"It’s back! Our 15 plucky celebrities met their pro partners, while the judges hit the dancefloor, reigning champion Hamza Yassin returned and emotional tribute was paid to the late Len Goodman"
Russia-Ukraine war: Moscow says Kyiv risking nuclear disaster after Ukrainian drones shot down near Zaporizhzhia – as it happened,"This live blog is now closed, seeall our Ukraine coverage here"
‘They have reached a historic agreement’: Biden hails UAW settlement with big three carmakers – as it happened,"The UAW reached a tentative agreement with GM earlier today, the last of the three companies targeted in the strike"
